document_id,author_id,author_role,team,department,created_date,updated_date,approval_status,approval_date,version,status,authority_level,confidentiality_level,document_type,source_type,review_frequency,next_review_date
DOC-0753,emp_170,Architecture Team,Product Core Team,Product,2023-05-17,2024-04-17,Draft,,3.2,Draft,Architecture Team,Public,Meeting Decision,Git Markdown,Annual,2025-04-17
DOC-0754,emp_373,Senior Architect,Engineering Core Team,Engineering,2023-09-03,2026-03-18,Draft,,3.0,Draft,Senior Architect,Restricted,Architecture Decision Record,Confluence,Annual,2027-03-18
DOC-0755,emp_551,Architecture Board,Data Engineering Core Team,Data Engineering,2023-01-28,2023-08-16,Approved,2023-08-16,3.1,Active,Architecture Board,Internal,Meeting Decision,Git Markdown,Annual,2024-08-15
DOC-0756,emp_543,Unverified,Data Engineering Core Team,Data Engineering,2024-10-27,2024-12-17,Under Review,,1.0,Draft,Unverified,Public,Technical Design Document,Confluence,Annual,2025-12-17
DOC-0757,emp_331,Principal Engineer,Data Engineering Core Team,Data Engineering,2024-12-03,2026-01-21,Rejected,,1.2,Draft,Principal Engineer,Restricted,Draft Document,Git Markdown,Annual,2027-01-21
DOC-0758,emp_851,Principal Engineer,DevOps Core Team,DevOps,2021-07-13,2022-07-27,Rejected,,3.0,Draft,Principal Engineer,Internal,Architecture Decision Record,Confluence,Annual,2023-07-27
DOC-0759,emp_782,Architecture Board,Security Core Team,Security,2023-05-27,2025-04-10,Approved,2025-04-10,2.0,Active,Architecture Board,Internal,Policy,Git Markdown,Annual,2026-04-10
DOC-0760,emp_994,Project Notes,Security Core Team,Security,2023-08-26,2024-04-06,Approved,2024-04-06,3.2,Active,Project Notes,Restricted,Project Documentation,Confluence,Annual,2025-04-06
DOC-0761,emp_411,Chief Architect,Platform Core Team,Platform,2023-07-16,2026-04-15,Draft,,2.2,Draft,Chief Architect,Confidential,Security Recommendation,Git Markdown,Annual,2027-04-15
DOC-0762,emp_893,Unverified,DevOps Core Team,DevOps,2023-09-19,2024-05-06,Draft,,3.2,Draft,Unverified,Public,Draft Document,Confluence,Annual,2025-05-06
DOC-0763,emp_131,Project Notes,Platform Core Team,Platform,2024-03-28,2026-04-25,Rejected,,3.0,Draft,Project Notes,Internal,Project Documentation,Git Markdown,Annual,2027-04-25
DOC-0764,emp_279,Unverified,DevOps Core Team,DevOps,2026-02-08,2026-07-31,Draft,,2.2,Draft,Unverified,Confidential,Meeting Decision,Confluence,Annual,2027-07-31
DOC-0765,emp_543,Chief Architect,Data Engineering Core Team,Data Engineering,2024-03-06,2026-05-26,Draft,,1.1,Draft,Chief Architect,Internal,Policy,Git Markdown,Annual,2027-05-26
DOC-0766,emp_598,Principal Engineer,Data Engineering Core Team,Data Engineering,2021-05-13,2025-11-05,Draft,,1.0,Superseded,Principal Engineer,Restricted,Meeting Decision,Confluence,Annual,2026-11-05
DOC-0767,emp_776,Senior Engineer,Engineering Core Team,Engineering,2021-04-13,2022-09-09,Under Review,,2.2,Draft,Senior Engineer,Internal,Architecture Decision Record,Git Markdown,Annual,2023-09-09
DOC-0768,emp_397,Chief Architect,Platform Core Team,Platform,2021-03-07,2023-11-01,Draft,,3.2,Draft,Chief Architect,Confidential,Project Documentation,Confluence,Annual,2024-10-31
DOC-0769,emp_677,Senior Architect,Architecture Core Team,Architecture,2024-10-22,2025-09-17,Under Review,,1.1,Draft,Senior Architect,Internal,Standard,Git Markdown,Annual,2026-09-17
DOC-0770,emp_287,Unverified,Architecture Core Team,Architecture,2025-05-22,2026-07-22,Rejected,,3.1,Superseded,Unverified,Restricted,Standard,Confluence,Annual,2027-07-22
DOC-0771,emp_530,Project Notes,Architecture Core Team,Architecture,2023-08-03,2023-09-28,Approved,2023-09-28,2.0,Active,Project Notes,Internal,Standard,Git Markdown,Annual,2024-09-27
DOC-0772,emp_735,Senior Architect,Data Engineering Core Team,Data Engineering,2026-01-18,2026-06-11,Draft,,2.0,Superseded,Senior Architect,Confidential,Deprecated Document,Confluence,Annual,2027-06-11
DOC-0773,emp_156,Chief Architect,Product Core Team,Product,2025-08-27,2026-07-25,Approved,2026-07-25,1.1,Active,Chief Architect,Confidential,Meeting Decision,Git Markdown,Annual,2027-07-25
DOC-0774,emp_628,Architecture Team,Data Engineering Core Team,Data Engineering,2024-02-26,2026-03-25,Rejected,,3.2,Draft,Architecture Team,Internal,Engineering Note,Confluence,Annual,2027-03-25
DOC-0775,emp_168,Chief Architect,Security Core Team,Security,2021-11-10,2025-03-30,Approved,2025-03-30,1.1,Active,Chief Architect,Public,Architecture Decision Record,Git Markdown,Annual,2026-03-30
DOC-0776,emp_288,Project Notes,Architecture Core Team,Architecture,2025-09-20,2026-06-26,Draft,,3.1,Draft,Project Notes,Public,Project Documentation,Confluence,Annual,2027-06-26
DOC-0777,emp_623,Senior Architect,Product Core Team,Product,2022-02-15,2024-10-17,Rejected,,3.0,Draft,Senior Architect,Confidential,Deprecated Document,Git Markdown,Annual,2025-10-17
DOC-0778,emp_526,Project Notes,Product Core Team,Product,2021-10-31,2021-12-27,Draft,,3.1,Draft,Project Notes,Public,Standard,Confluence,Annual,2022-12-27
DOC-0779,emp_463,Architecture Board,Data Engineering Core Team,Data Engineering,2023-08-17,2026-03-12,Draft,,1.1,Superseded,Architecture Board,Internal,Engineering Note,Git Markdown,Annual,2027-03-12
DOC-0780,emp_460,Senior Architect,Engineering Core Team,Engineering,2022-11-26,2025-06-24,Under Review,,3.1,Draft,Senior Architect,Confidential,Draft Document,Confluence,Annual,2026-06-24
DOC-0781,emp_894,Unverified,Security Core Team,Security,2022-06-15,2023-03-07,Draft,,3.1,Draft,Unverified,Confidential,Deprecated Document,Git Markdown,Annual,2024-03-06
DOC-0782,emp_795,Project Notes,Engineering Core Team,Engineering,2022-10-25,2024-02-11,Under Review,,1.2,Superseded,Project Notes,Confidential,Policy,Confluence,Annual,2025-02-10
DOC-0783,emp_138,Chief Architect,Data Engineering Core Team,Data Engineering,2023-06-24,2025-07-29,Under Review,,3.1,Draft,Chief Architect,Confidential,Technical Design Document,Git Markdown,Annual,2026-07-29
DOC-0784,emp_548,Project Notes,Platform Core Team,Platform,2022-04-07,2023-05-24,Under Review,,3.0,Draft,Project Notes,Public,Meeting Decision,Confluence,Annual,2024-05-23
DOC-0785,emp_105,Senior Architect,Platform Core Team,Platform,2025-05-05,2025-11-29,Approved,2025-11-29,3.2,Active,Senior Architect,Confidential,Security Recommendation,Git Markdown,Annual,2026-11-29
DOC-0786,emp_973,Unverified,Architecture Core Team,Architecture,2025-06-30,2025-08-03,Rejected,,2.0,Draft,Unverified,Public,Engineering Note,Confluence,Annual,2026-08-03
DOC-0787,emp_715,Architecture Board,Security Core Team,Security,2022-11-09,2022-12-25,Under Review,,2.1,Draft,Architecture Board,Confidential,Deprecated Document,Git Markdown,Annual,2023-12-25
DOC-0788,emp_725,Unverified,Engineering Core Team,Engineering,2022-10-02,2024-12-27,Approved,2024-12-27,1.2,Active,Unverified,Confidential,Deprecated Document,Confluence,Annual,2025-12-27
DOC-0789,emp_367,Engineer,Engineering Core Team,Engineering,2022-11-17,2023-03-18,Under Review,,3.1,Draft,Engineer,Public,Project Documentation,Git Markdown,Annual,2024-03-17
DOC-0790,emp_172,Senior Engineer,DevOps Core Team,DevOps,2024-05-10,2026-06-06,Approved,2026-06-06,2.0,Active,Senior Engineer,Restricted,Standard,Confluence,Annual,2027-06-06
DOC-0791,emp_589,Engineer,Platform Core Team,Platform,2025-05-20,2026-07-29,Under Review,,1.0,Superseded,Engineer,Internal,Meeting Decision,Git Markdown,Annual,2027-07-29
DOC-0792,emp_593,Unverified,DevOps Core Team,DevOps,2023-03-04,2025-04-14,Under Review,,2.2,Draft,Unverified,Internal,Architecture Decision Record,Confluence,Annual,2026-04-14
DOC-0793,emp_547,Senior Engineer,Architecture Core Team,Architecture,2022-05-03,2023-08-21,Approved,2023-08-21,1.1,Active,Senior Engineer,Public,Architecture Decision Record,Git Markdown,Annual,2024-08-20
DOC-0794,emp_229,Architecture Board,Engineering Core Team,Engineering,2022-01-05,2023-08-06,Approved,2023-08-06,3.2,Active,Architecture Board,Internal,Policy,Confluence,Annual,2024-08-05
DOC-0795,emp_178,Chief Architect,DevOps Core Team,DevOps,2026-04-06,2026-06-14,Under Review,,3.1,Draft,Chief Architect,Internal,Meeting Decision,Git Markdown,Annual,2027-06-14
DOC-0796,emp_639,Architecture Team,Data Engineering Core Team,Data Engineering,2022-10-16,2025-10-28,Approved,2025-10-28,2.2,Superseded,Architecture Team,Confidential,Meeting Decision,Confluence,Annual,2026-10-28
DOC-0797,emp_859,Principal Engineer,Data Engineering Core Team,Data Engineering,2022-03-08,2022-11-14,Draft,,1.0,Draft,Principal Engineer,Internal,Deprecated Document,Git Markdown,Annual,2023-11-14
DOC-0798,emp_376,Architecture Board,Engineering Core Team,Engineering,2024-04-19,2025-05-17,Draft,,1.0,Draft,Architecture Board,Restricted,Meeting Decision,Confluence,Annual,2026-05-17
DOC-0799,emp_145,Project Notes,Security Core Team,Security,2022-02-26,2024-04-12,Rejected,,3.1,Draft,Project Notes,Public,Project Documentation,Git Markdown,Annual,2025-04-12
DOC-0800,emp_929,Principal Engineer,Product Core Team,Product,2022-03-20,2026-06-17,Draft,,3.1,Draft,Principal Engineer,Confidential,Draft Document,Confluence,Annual,2027-06-17
DOC-0801,emp_979,Principal Engineer,Engineering Core Team,Engineering,2023-08-08,2025-12-23,Draft,,2.1,Draft,Principal Engineer,Internal,Deprecated Document,Git Markdown,Annual,2026-12-23
DOC-0802,emp_402,Unverified,Engineering Core Team,Engineering,2024-03-15,2025-04-23,Approved,2025-04-23,2.1,Active,Unverified,Restricted,Security Recommendation,Confluence,Annual,2026-04-23
DOC-0803,emp_956,Senior Engineer,Engineering Core Team,Engineering,10/02/2025,2026-01-01,Rejected,,2.0,Draft,Senior Engineer,Confidential,Meeting Decision,Git Markdown,Annual,2027-01-01
DOC-0804,emp_159,Engineer,Data Engineering Core Team,Data Engineering,2026-04-07,2026-04-17,Draft,,3.1,Draft,Engineer,Public,Draft Document,Confluence,Annual,2027-04-17
DOC-0805,emp_332,Senior Architect,Product Core Team,Product,2021-10-28,2025-04-15,Approved,2025-04-15,3.0,Active,Senior Architect,Internal,Engineering Note,Git Markdown,Annual,2026-04-15
DOC-0806,emp_831,Architecture Board,Engineering Core Team,Engineering,2026-06-21,2026-07-07,Approved,2026-07-07,2.2,Active,Architecture Board,Public,Meeting Decision,Confluence,Annual,2027-07-07
DOC-0807,emp_179,Unverified,Security Core Team,Security,02/22/2022,2023-12-21,Rejected,,2.1,Superseded,Unverified,Internal,Project Documentation,Git Markdown,Annual,2024-12-20
DOC-0808,emp_401,Project Notes,Security Core Team,Security,2021-03-05,2022-01-27,Draft,,1.2,Superseded,Project Notes,Public,Draft Document,Confluence,Annual,2023-01-27
DOC-0809,emp_487,Architecture Team,DevOps Core Team,DevOps,2021-03-08,2024-11-12,Under Review,,3.0,Draft,Architecture Team,Public,Draft Document,Git Markdown,Annual,2025-11-12
DOC-0810,emp_850,Unverified,Data Engineering Core Team,Data Engineering,2025-10-02,2026-06-29,Approved,2026-06-29,3.2,Active,Unverified,Confidential,Technical Design Document,Confluence,Annual,2027-06-29
DOC-0811,emp_918,Architecture Team,Platform Core Team,Platform,2022-04-18,2024-11-06,Draft,,1.2,Draft,Architecture Team,Internal,Security Recommendation,Git Markdown,Annual,2025-11-06
DOC-0812,emp_617,Unverified,Engineering Core Team,Engineering,2026-02-17,2026-05-20,Rejected,,2.1,Draft,Unverified,Internal,Technical Design Document,Confluence,Annual,2027-05-20
DOC-0813,emp_720,Senior Architect,Platform Core Team,Platform,2025-06-18,2025-11-11,Draft,,1.1,Draft,Senior Architect,Confidential,Meeting Decision,Git Markdown,Annual,2026-11-11
DOC-0814,emp_997,Senior Architect,Product Core Team,Product,2021-02-01,2022-01-08,Approved,2022-01-08,3.2,Active,Senior Architect,Confidential,Policy,Confluence,Annual,2023-01-08
DOC-0815,emp_174,Senior Architect,Security Core Team,Security,2023-11-21,2026-04-26,Rejected,,2.0,Draft,Senior Architect,Confidential,Engineering Note,Git Markdown,Annual,2027-04-26
DOC-0816,emp_839,Chief Architect,Architecture Core Team,Architecture,2021-06-01,2025-07-22,Draft,,2.2,Draft,Chief Architect,Confidential,Architecture Decision Record,Confluence,Annual,2026-07-22
DOC-0817,emp_185,Unverified,Platform Core Team,Platform,2026-01-09,2026-01-10,Draft,,2.1,Draft,Unverified,Restricted,Engineering Note,Git Markdown,Annual,2027-01-10
DOC-0818,emp_404,Architecture Team,Product Core Team,Product,2022-11-30,2023-03-08,Rejected,,2.1,Draft,Architecture Team,Internal,Policy,Confluence,Annual,2024-03-07
DOC-0819,emp_201,Senior Engineer,Data Engineering Core Team,Data Engineering,2022-08-07,2023-07-12,Approved,2023-07-12,2.1,Active,Senior Engineer,Internal,Security Recommendation,Git Markdown,Annual,2024-07-11
DOC-0820,emp_782,Architecture Team,Product Core Team,Product,2021-10-16,2022-04-30,Under Review,,3.0,Draft,Architecture Team,Public,Meeting Decision,Confluence,Annual,2023-04-30
DOC-0821,emp_600,Architecture Board,Product Core Team,Product,2023-01-27,2024-03-18,Draft,,3.1,Draft,Architecture Board,Confidential,Architecture Decision Record,Git Markdown,Annual,2025-03-18
DOC-0822,emp_542,Project Notes,DevOps Core Team,DevOps,2022-06-23,2022-12-17,Under Review,,3.2,Draft,Project Notes,Public,Policy,Confluence,Annual,2023-12-17
DOC-0823,emp_619,Senior Architect,Engineering Core Team,Engineering,2022-07-20,2025-02-02,Approved,2025-02-02,2.0,Active,Senior Architect,Confidential,Security Recommendation,Git Markdown,Annual,2026-02-02
DOC-0824,emp_351,Architecture Board,Platform Core Team,Platform,2024-04-15,2025-05-05,Under Review,,2.1,Draft,Architecture Board,Internal,Engineering Note,Confluence,Annual,2026-05-05
DOC-0825,emp_628,Chief Architect,Platform Core Team,Platform,01/07/2021,2023-06-15,Approved,2023-06-15,3.0,Active,Chief Architect,Internal,Project Documentation,Git Markdown,Annual,2024-06-14
DOC-0826,emp_595,Senior Engineer,DevOps Core Team,DevOps,2024-09-07,2025-03-10,Draft,,2.2,Draft,Senior Engineer,Confidential,Deprecated Document,Confluence,Annual,2026-03-10
DOC-0827,emp_198,Principal Engineer,Data Engineering Core Team,Data Engineering,2021-08-19,2026-07-28,Draft,,2.1,Draft,Principal Engineer,Internal,Project Documentation,Git Markdown,Annual,2027-07-28
DOC-0828,emp_813,Senior Engineer,DevOps Core Team,DevOps,2024-12-14,2025-04-24,Rejected,,2.2,Draft,Senior Engineer,Confidential,Standard,Confluence,Annual,2026-04-24
DOC-0829,emp_675,Architecture Board,Platform Core Team,Platform,2022-06-20,2026-04-02,Draft,,2.1,Draft,Architecture Board,Confidential,Security Recommendation,Git Markdown,Annual,2027-04-02
DOC-0830,emp_415,Architecture Board,Platform Core Team,Platform,2023-04-20,2024-07-16,Under Review,,3.0,Draft,Architecture Board,Restricted,Policy,Confluence,Annual,2025-07-16
DOC-0831,emp_461,Senior Engineer,Security Core Team,Security,2021-05-10,2025-01-10,Under Review,,1.0,Draft,Senior Engineer,Confidential,Deprecated Document,Git Markdown,Annual,2026-01-10
DOC-0832,emp_666,Architecture Team,Architecture Core Team,Architecture,2026-04-10,2026-04-11,Approved,2026-04-11,3.0,Active,Architecture Team,Confidential,Project Documentation,Confluence,Annual,2027-04-11
DOC-0833,emp_134,Architecture Team,Engineering Core Team,Engineering,2025-03-16,2025-05-18,Rejected,,1.2,Draft,Architecture Team,Restricted,Meeting Decision,Git Markdown,Annual,2026-05-18
DOC-0834,emp_115,Architecture Board,DevOps Core Team,DevOps,2024-05-23,2024-10-25,Approved,2024-10-25,2.0,Active,Architecture Board,Restricted,Deprecated Document,Confluence,Annual,2025-10-25
DOC-0835,emp_202,Architecture Team,Architecture Core Team,Architecture,2026-06-09,2026-07-20,Rejected,,2.0,Draft,Architecture Team,Internal,Meeting Decision,Git Markdown,Annual,2027-07-20
DOC-0836,emp_117,Engineer,DevOps Core Team,DevOps,2025-01-30,2026-03-09,Draft,,3.0,Draft,Engineer,Confidential,Policy,Confluence,Annual,2027-03-09
DOC-0837,emp_588,Senior Engineer,Platform Core Team,Platform,2021-08-12,2025-03-20,Draft,,3.0,Draft,Senior Engineer,Public,Draft Document,Git Markdown,Annual,2026-03-20
DOC-0838,emp_512,Senior Architect,Platform Core Team,Platform,2025-09-13,2026-05-13,Under Review,,2.1,Superseded,Senior Architect,Confidential,Draft Document,Confluence,Annual,2027-05-13
DOC-0839,emp_374,Architecture Board,Architecture Core Team,Architecture,2025-03-27,2026-01-08,Rejected,,2.2,Draft,Architecture Board,Internal,Project Documentation,Git Markdown,Annual,2027-01-08
DOC-0840,emp_535,Chief Architect,Product Core Team,Product,2023-02-09,2023-10-27,Approved,2023-10-27,3.0,Active,Chief Architect,Internal,Technical Design Document,Confluence,Annual,2024-10-26
DOC-0841,emp_741,Senior Architect,Security Core Team,Security,2023-09-25,2024-07-07,Rejected,,2.0,Draft,Senior Architect,Confidential,Deprecated Document,Git Markdown,Annual,2025-07-07
DOC-0842,emp_677,Senior Engineer,Data Engineering Core Team,Data Engineering,2021-10-17,2023-06-03,Under Review,,3.1,Draft,Senior Engineer,Restricted,Engineering Note,Confluence,Annual,2024-06-02
DOC-0843,emp_636,Senior Architect,DevOps Core Team,DevOps,2021-01-21,2022-11-02,Rejected,,2.0,Draft,Senior Architect,Public,Policy,Git Markdown,Annual,2023-11-02
DOC-0844,emp_162,Chief Architect,Security Core Team,Security,2023-08-18,2024-07-03,Approved,2024-07-03,3.0,Active,Chief Architect,Restricted,Draft Document,Confluence,Annual,2025-07-03
DOC-0845,emp_476,Principal Engineer,Product Core Team,Product,2025-04-20,2025-11-12,Draft,,3.2,Draft,Principal Engineer,Internal,Draft Document,Git Markdown,Annual,2026-11-12
DOC-0846,emp_229,Chief Architect,Platform Core Team,Platform,2024-04-17,2026-02-06,Rejected,,3.2,Draft,Chief Architect,Restricted,Deprecated Document,Confluence,Annual,2027-02-06
DOC-0847,emp_102,Senior Architect,Security Core Team,Security,2026-07-19,2026-07-22,Approved,2026-07-22,3.0,Active,Senior Architect,Internal,Project Documentation,Git Markdown,Annual,2027-07-22
DOC-0848,emp_926,Unverified,Engineering Core Team,Engineering,2023-05-22,2026-01-12,Draft,,1.0,Draft,Unverified,Confidential,Policy,Confluence,Annual,2027-01-12
DOC-0849,emp_180,Unverified,Architecture Core Team,Architecture,2025-09-21,2026-01-08,Under Review,,2.2,Draft,Unverified,Internal,Draft Document,Git Markdown,Annual,2027-01-08
DOC-0850,emp_671,Chief Architect,Product Core Team,Product,2024-08-28,2025-08-19,Under Review,,2.1,Superseded,Chief Architect,Restricted,Standard,Confluence,Annual,2026-08-19
DOC-0851,emp_865,Senior Architect,Security Core Team,Security,2022-02-06,2024-07-30,Draft,,1.2,Draft,Senior Architect,Restricted,Architecture Decision Record,Git Markdown,Annual,2025-07-30
DOC-0852,emp_762,Architecture Board,Engineering Core Team,Engineering,2024-08-07,2025-12-10,Rejected,,3.2,Superseded,Architecture Board,Restricted,Meeting Decision,Confluence,Annual,2026-12-10
DOC-0853,emp_602,Project Notes,Engineering Core Team,Engineering,2023-08-28,2024-03-27,Approved,2024-03-27,3.2,Active,Project Notes,Internal,Engineering Note,Git Markdown,Annual,2025-03-27
DOC-0854,emp_554,Architecture Board,Security Core Team,Security,2022-10-06,2023-04-23,Draft,,1.2,Draft,Architecture Board,Public,Architecture Decision Record,Confluence,Annual,2024-04-22
DOC-0855,emp_114,Unverified,Platform Core Team,Platform,2023-05-03,2023-09-05,Approved,2023-09-05,3.0,Active,Unverified,Restricted,Standard,Git Markdown,Annual,2024-09-04
DOC-0856,emp_750,Senior Architect,Platform Core Team,Platform,2022-09-30,2024-04-12,Draft,,2.2,Superseded,Senior Architect,Public,Architecture Decision Record,Confluence,Annual,2025-04-12
DOC-0857,emp_425,Senior Architect,Platform Core Team,Platform,2024-07-07,2024-07-27,Under Review,,1.2,Draft,Senior Architect,Restricted,Draft Document,Git Markdown,Annual,2025-07-27
DOC-0858,emp_417,Senior Architect,Product Core Team,Product,2023-02-16,2024-09-25,Under Review,,3.1,Draft,Senior Architect,Confidential,Architecture Decision Record,Confluence,Annual,2025-09-25
DOC-0859,emp_370,Project Notes,Architecture Core Team,Architecture,2023-10-01,2025-09-27,Draft,,3.2,Draft,Project Notes,Confidential,Technical Design Document,Git Markdown,Annual,2026-09-27
DOC-0860,emp_650,Senior Architect,Product Core Team,Product,2022-03-08,2026-02-13,Rejected,,3.1,Draft,Senior Architect,Internal,Draft Document,Confluence,Annual,2027-02-13
DOC-0861,emp_625,Chief Architect,DevOps Core Team,DevOps,2022-06-13,2023-09-02,Rejected,,1.2,Draft,Chief Architect,Internal,Project Documentation,Git Markdown,Annual,2024-09-01
DOC-0862,emp_430,Architecture Board,Data Engineering Core Team,Data Engineering,2024-07-13,2025-07-15,Approved,2025-07-15,2.1,Active,Architecture Board,Restricted,Technical Design Document,Confluence,Annual,2026-07-15
DOC-0863,emp_290,Unverified,Platform Core Team,Platform,2023-06-19,2026-01-08,Rejected,,2.0,Draft,Unverified,Restricted,Architecture Decision Record,Git Markdown,Annual,2027-01-08
DOC-0864,emp_998,Architecture Board,Security Core Team,Security,2025-04-12,2026-07-17,Approved,2026-07-17,2.2,Active,Architecture Board,Confidential,Project Documentation,Confluence,Annual,2027-07-17
DOC-0865,emp_233,Senior Architect,Data Engineering Core Team,Data Engineering,2025-06-03,2025-06-30,Approved,2025-06-30,1.1,Active,Senior Architect,Confidential,Security Recommendation,Git Markdown,Annual,2026-06-30
DOC-0866,emp_414,Principal Engineer,Platform Core Team,Platform,2022-01-14,2023-05-12,Under Review,,3.0,Draft,Principal Engineer,Internal,Technical Design Document,Confluence,Annual,2024-05-11
DOC-0867,emp_202,Senior Engineer,Security Core Team,Security,2024-02-01,2026-01-04,Rejected,,2.2,Draft,Senior Engineer,Confidential,Policy,Git Markdown,Annual,2027-01-04
DOC-0868,emp_509,Senior Architect,Platform Core Team,Platform,2026-01-14,2026-03-27,Rejected,,3.0,Draft,Senior Architect,Restricted,Security Recommendation,Confluence,Annual,2027-03-27
DOC-0869,emp_477,Architecture Team,Platform Core Team,Platform,2022-11-28,2025-09-19,Approved,2025-09-19,2.0,Active,Architecture Team,Internal,Security Recommendation,Git Markdown,Annual,2026-09-19
DOC-0870,emp_493,Senior Engineer,Security Core Team,Security,2023-05-22,2024-03-25,Draft,,3.1,Draft,Senior Engineer,Public,Engineering Note,Confluence,Annual,2025-03-25
DOC-0871,emp_925,Project Notes,Security Core Team,Security,2022-12-11,2023-07-06,Rejected,,1.0,Draft,Project Notes,Restricted,Technical Design Document,Git Markdown,Annual,2024-07-05
DOC-0872,emp_532,Engineer,Engineering Core Team,Engineering,2022-09-13,2025-01-30,Draft,,1.2,Draft,Engineer,Confidential,Architecture Decision Record,Confluence,Annual,2026-01-30
DOC-0873,emp_904,Chief Architect,Data Engineering Core Team,Data Engineering,2026-07-02,2026-07-15,Rejected,,1.0,Draft,Chief Architect,Public,Engineering Note,Git Markdown,Annual,2027-07-15
DOC-0874,emp_149,Engineer,Platform Core Team,Platform,2022-07-31,2022-10-20,Approved,2022-10-20,2.1,Active,Engineer,Public,Policy,Confluence,Annual,2023-10-20
DOC-0875,emp_655,Architecture Board,Architecture Core Team,Architecture,2022-01-02,2023-08-25,Draft,,2.1,Draft,Architecture Board,Restricted,Meeting Decision,Git Markdown,Annual,2024-08-24
DOC-0876,emp_279,Architecture Team,Engineering Core Team,Engineering,2024-01-01,2024-04-06,Under Review,,3.1,Draft,Architecture Team,Confidential,Technical Design Document,Confluence,Annual,2025-04-06
DOC-0877,emp_682,Unverified,Data Engineering Core Team,Data Engineering,2021-03-25,2021-08-28,Draft,,1.2,Draft,Unverified,Public,Policy,Git Markdown,Annual,2022-08-28
DOC-0878,emp_510,Engineer,DevOps Core Team,DevOps,2022-01-12,2026-03-21,Approved,2026-03-21,2.0,Active,Engineer,Internal,Architecture Decision Record,Confluence,Annual,2027-03-21
DOC-0879,emp_483,Architecture Board,Data Engineering Core Team,Data Engineering,2023-08-27,2024-11-09,Rejected,,3.0,Draft,Architecture Board,Restricted,Draft Document,Git Markdown,Annual,2025-11-09
DOC-0880,emp_105,Principal Engineer,DevOps Core Team,DevOps,2022-03-01,2022-04-08,Rejected,,2.1,Draft,Principal Engineer,Confidential,Standard,Confluence,Annual,2023-04-08
DOC-0881,emp_826,Architecture Board,Platform Core Team,Platform,2022-03-29,2022-08-06,Draft,,3.1,Draft,Architecture Board,Confidential,Security Recommendation,Git Markdown,Annual,2023-08-06
DOC-0882,emp_448,Senior Engineer,Data Engineering Core Team,Data Engineering,2022-12-11,2025-06-08,Under Review,,3.1,Draft,Senior Engineer,Internal,Security Recommendation,Confluence,Annual,2026-06-08
DOC-0883,emp_746,Chief Architect,Security Core Team,Security,2024-02-24,2025-02-11,Approved,2025-02-11,3.1,Active,Chief Architect,Restricted,Policy,Git Markdown,Annual,2026-02-11
DOC-0884,emp_739,Senior Architect,Engineering Core Team,Engineering,2024-03-02,2025-05-17,Rejected,,1.1,Draft,Senior Architect,Confidential,Security Recommendation,Confluence,Annual,2026-05-17
DOC-0885,emp_505,Chief Architect,Security Core Team,Security,2022-03-09,2022-10-21,Draft,,1.2,Draft,Chief Architect,Confidential,Project Documentation,Git Markdown,Annual,2023-10-21
DOC-0886,emp_888,Senior Engineer,Data Engineering Core Team,Data Engineering,2024-07-14,2024-10-30,Draft,,3.1,Draft,Senior Engineer,Internal,Security Recommendation,Confluence,Annual,2025-10-30
DOC-0887,emp_994,Senior Architect,Product Core Team,Product,2023-03-31,2024-11-10,Approved,2024-11-10,2.1,Active,Senior Architect,Internal,Engineering Note,Git Markdown,Annual,2025-11-10
DOC-0888,emp_293,Engineer,Security Core Team,Security,2024-06-21,2025-02-05,Under Review,,3.0,Draft,Engineer,Confidential,Architecture Decision Record,Confluence,Annual,2026-02-05
DOC-0889,emp_479,Chief Architect,Data Engineering Core Team,Data Engineering,2025-03-02,2026-04-04,Under Review,,1.1,Draft,Chief Architect,Restricted,Architecture Decision Record,Git Markdown,Annual,2027-04-04
DOC-0890,emp_400,Senior Architect,Platform Core Team,Platform,2026-01-06,2026-01-13,Under Review,,2.0,Draft,Senior Architect,Confidential,Technical Design Document,Confluence,Annual,2027-01-13
DOC-0891,emp_993,Senior Engineer,DevOps Core Team,DevOps,2022-05-17,2024-12-18,Approved,2024-12-18,1.2,Superseded,Senior Engineer,Confidential,Engineering Note,Git Markdown,Annual,2025-12-18
DOC-0892,emp_833,Principal Engineer,Product Core Team,Product,2021-09-05,2025-09-09,Approved,2025-09-09,3.0,Active,Principal Engineer,Restricted,Deprecated Document,Confluence,Annual,2026-09-09
DOC-0893,emp_906,Engineer,Security Core Team,Security,2021-08-01,2022-05-26,Draft,,3.0,Draft,Engineer,Internal,Technical Design Document,Git Markdown,Annual,2023-05-26
DOC-0894,emp_370,Architecture Team,Product Core Team,Product,2022-11-07,2026-06-13,Approved,2026-06-13,3.1,Active,Architecture Team,Internal,Technical Design Document,Confluence,Annual,2027-06-13
DOC-0895,emp_681,Principal Engineer,Product Core Team,Product,2024-05-02,2024-06-07,Under Review,,2.0,Draft,Principal Engineer,Internal,Meeting Decision,Git Markdown,Annual,2025-06-07
DOC-0896,emp_586,Principal Engineer,DevOps Core Team,DevOps,2024-10-10,2025-08-07,Under Review,,3.0,Draft,Principal Engineer,Internal,Policy,Confluence,Annual,2026-08-07
DOC-0897,emp_697,Architecture Team,Platform Core Team,Platform,2021-10-31,2025-02-08,Approved,2025-02-08,3.2,Active,Architecture Team,Confidential,Meeting Decision,Git Markdown,Annual,2026-02-08
