citation_id,document_id,cited_document_id,citation_type,citation_context,citation_date
CIT-00775,DOC-0732,DOC-0493,References,DOC-0732 references architectural principles defined in DOC-0493.,2023-11-26
CIT-00776,DOC-0732,DOC-0685,References,DOC-0732 references architectural principles defined in DOC-0685.,2023-11-26
CIT-00777,DOC-0735,DOC-0362,References,DOC-0735 references architectural principles defined in DOC-0362.,2026-03-14
CIT-00778,DOC-0736,DOC-0559,References,DOC-0736 references architectural principles defined in DOC-0559.,2023-09-24
CIT-00779,DOC-0736,DOC-0968,References,DOC-0736 references architectural principles defined in DOC-0968.,2023-09-24
CIT-00780,DOC-0737,DOC-0933,References,DOC-0737 references architectural principles defined in DOC-0933.,2023-09-19
CIT-00781,DOC-0741,DOC-0167,References,DOC-0741 references architectural principles defined in DOC-0167.,2022-06-03
CIT-00782,DOC-0742,DOC-0535,References,DOC-0742 references architectural principles defined in DOC-0535.,2022-03-17
CIT-00783,DOC-0742,DOC-0835,References,DOC-0742 references architectural principles defined in DOC-0835.,2022-03-17
CIT-00784,DOC-0744,DOC-0031,References,DOC-0744 references architectural principles defined in DOC-0031.,2022-02-10
CIT-00785,DOC-0744,DOC-0349,References,DOC-0744 references architectural principles defined in DOC-0349.,2022-02-10
CIT-00786,DOC-0744,DOC-0874,References,DOC-0744 references architectural principles defined in DOC-0874.,2022-02-10
CIT-00787,DOC-0745,DOC-0107,References,DOC-0745 references architectural principles defined in DOC-0107.,08/07/2022
CIT-00788,DOC-0745,DOC-0827,References,DOC-0745 references architectural principles defined in DOC-0827.,08/07/2022
CIT-00789,DOC-0745,DOC-0525,References,DOC-0745 references architectural principles defined in DOC-0525.,08/07/2022
CIT-00790,DOC-0745,DOC-0795,References,DOC-0745 references architectural principles defined in DOC-0795.,08/07/2022
CIT-00791,DOC-0747,DOC-0636,References,DOC-0747 references architectural principles defined in DOC-0636.,2025-09-23
CIT-00792,DOC-0747,DOC-0653,References,DOC-0747 references architectural principles defined in DOC-0653.,2025-09-23
CIT-00793,DOC-0758,DOC-0204,References,DOC-0758 references architectural principles defined in DOC-0204.,2021-07-13
CIT-00794,DOC-0758,DOC-0922,References,DOC-0758 references architectural principles defined in DOC-0922.,2021-07-13
CIT-00795,DOC-0758,DOC-0043,References,DOC-0758 references architectural principles defined in DOC-0043.,2021-07-13
CIT-00796,DOC-0759,DOC-0004,References,DOC-0759 references architectural principles defined in DOC-0004.,2023-05-27
CIT-00797,DOC-0759,DOC-0585,References,DOC-0759 references architectural principles defined in DOC-0585.,2023-05-27
CIT-00798,DOC-0760,DOC-0665,References,DOC-0760 references architectural principles defined in DOC-0665.,2023-08-26
CIT-00799,DOC-0760,DOC-0347,References,DOC-0760 references architectural principles defined in DOC-0347.,2023-08-26
CIT-00800,DOC-0760,DOC-0426,References,DOC-0760 references architectural principles defined in DOC-0426.,2023-08-26
CIT-00801,DOC-0762,DOC-0883,References,DOC-0762 references architectural principles defined in DOC-0883.,2023-09-19
CIT-00802,DOC-0762,DOC-0475,References,DOC-0762 references architectural principles defined in DOC-0475.,2023-09-19
CIT-00803,DOC-0762,DOC-0088,References,DOC-0762 references architectural principles defined in DOC-0088.,2023-09-19
CIT-00804,DOC-0763,DOC-0609,References,DOC-0763 references architectural principles defined in DOC-0609.,2024-03-28
CIT-00805,DOC-0771,DOC-0806,References,DOC-0771 references architectural principles defined in DOC-0806.,2023-08-03
CIT-00806,DOC-0773,DOC-0550,References,DOC-0773 references architectural principles defined in DOC-0550.,2025-08-27
CIT-00807,DOC-0773,DOC-0842,References,DOC-0773 references architectural principles defined in DOC-0842.,2025-08-27
CIT-00808,DOC-0773,DOC-0436,References,DOC-0773 references architectural principles defined in DOC-0436.,2025-08-27
CIT-00809,DOC-0774,DOC-0057,References,DOC-0774 references architectural principles defined in DOC-0057.,2024-02-26
CIT-00810,DOC-0781,DOC-0077,References,DOC-0781 references architectural principles defined in DOC-0077.,2022-06-15
CIT-00811,DOC-0781,DOC-0999,References,DOC-0781 references architectural principles defined in DOC-0999.,2022-06-15
CIT-00812,DOC-0781,DOC-0544,References,DOC-0781 references architectural principles defined in DOC-0544.,2022-06-15
CIT-00813,DOC-0781,DOC-0373,References,DOC-0781 references architectural principles defined in DOC-0373.,2022-06-15
CIT-00814,DOC-0782,DOC-0757,References,DOC-0782 references architectural principles defined in DOC-0757.,2022-10-25
CIT-00815,DOC-0782,DOC-0308,References,DOC-0782 references architectural principles defined in DOC-0308.,2022-10-25
CIT-00816,DOC-0782,DOC-0417,References,DOC-0782 references architectural principles defined in DOC-0417.,2022-10-25
CIT-00817,DOC-0783,DOC-0336,References,DOC-0783 references architectural principles defined in DOC-0336.,2023-06-24
CIT-00818,DOC-0783,DOC-0190,References,DOC-0783 references architectural principles defined in DOC-0190.,2023-06-24
CIT-00819,DOC-0783,DOC-0729,References,DOC-0783 references architectural principles defined in DOC-0729.,2023-06-24
CIT-00820,DOC-0784,DOC-0954,References,DOC-0784 references architectural principles defined in DOC-0954.,2022-04-07
CIT-00821,DOC-0784,DOC-0538,References,DOC-0784 references architectural principles defined in DOC-0538.,2022-04-07
CIT-00822,DOC-0787,DOC-0999,References,DOC-0787 references architectural principles defined in DOC-0999.,2022-11-09
CIT-00823,DOC-0788,DOC-0326,References,DOC-0788 references architectural principles defined in DOC-0326.,2022-10-02
CIT-00824,DOC-0788,DOC-0910,References,DOC-0788 references architectural principles defined in DOC-0910.,2022-10-02
CIT-00825,DOC-0788,DOC-0127,References,DOC-0788 references architectural principles defined in DOC-0127.,2022-10-02
CIT-00826,DOC-0789,DOC-0597,References,DOC-0789 references architectural principles defined in DOC-0597.,2022-11-17
CIT-00827,DOC-0789,DOC-0820,References,DOC-0789 references architectural principles defined in DOC-0820.,2022-11-17
CIT-00828,DOC-0790,DOC-0284,References,DOC-0790 references architectural principles defined in DOC-0284.,2024-05-10
CIT-00829,DOC-0791,DOC-0832,References,DOC-0791 references architectural principles defined in DOC-0832.,2025-05-20
CIT-00830,DOC-0798,DOC-0771,References,DOC-0798 references architectural principles defined in DOC-0771.,2024-04-19
CIT-00831,DOC-0798,DOC-0954,References,DOC-0798 references architectural principles defined in DOC-0954.,2024-04-19
CIT-00832,DOC-0798,DOC-0042,References,DOC-0798 references architectural principles defined in DOC-0042.,2024-04-19
CIT-00833,DOC-0798,DOC-0320,References,DOC-0798 references architectural principles defined in DOC-0320.,2024-04-19
CIT-00834,DOC-0802,DOC-0141,References,DOC-0802 references architectural principles defined in DOC-0141.,2024-03-15
CIT-00835,DOC-0803,DOC-0110,References,DOC-0803 references architectural principles defined in DOC-0110.,10/02/2025
CIT-00836,DOC-0805,DOC-0416,References,DOC-0805 references architectural principles defined in DOC-0416.,2021-10-28
CIT-00837,DOC-0805,DOC-0555,References,DOC-0805 references architectural principles defined in DOC-0555.,2021-10-28
CIT-00838,DOC-0805,DOC-0110,References,DOC-0805 references architectural principles defined in DOC-0110.,2021-10-28
CIT-00839,DOC-0806,DOC-0084,References,DOC-0806 references architectural principles defined in DOC-0084.,2026-06-21
CIT-00840,DOC-0806,DOC-0343,References,DOC-0806 references architectural principles defined in DOC-0343.,2026-06-21
CIT-00841,DOC-0807,DOC-0646,References,DOC-0807 references architectural principles defined in DOC-0646.,02/22/2022
CIT-00842,DOC-0811,DOC-0418,References,DOC-0811 references architectural principles defined in DOC-0418.,2022-04-18
CIT-00843,DOC-0811,DOC-0006,References,DOC-0811 references architectural principles defined in DOC-0006.,2022-04-18
CIT-00844,DOC-0818,DOC-0217,References,DOC-0818 references architectural principles defined in DOC-0217.,2022-11-30
CIT-00845,DOC-0818,DOC-0628,References,DOC-0818 references architectural principles defined in DOC-0628.,2022-11-30
CIT-00846,DOC-0818,DOC-0683,References,DOC-0818 references architectural principles defined in DOC-0683.,2022-11-30
CIT-00847,DOC-0818,DOC-0398,References,DOC-0818 references architectural principles defined in DOC-0398.,2022-11-30
CIT-00848,DOC-0819,DOC-0353,References,DOC-0819 references architectural principles defined in DOC-0353.,2022-08-07
CIT-00849,DOC-0819,DOC-0140,References,DOC-0819 references architectural principles defined in DOC-0140.,2022-08-07
CIT-00850,DOC-0819,DOC-0415,References,DOC-0819 references architectural principles defined in DOC-0415.,2022-08-07
CIT-00851,DOC-0823,DOC-0724,References,DOC-0823 references architectural principles defined in DOC-0724.,2022-07-20
CIT-00852,DOC-0829,DOC-0708,References,DOC-0829 references architectural principles defined in DOC-0708.,2022-06-20
CIT-00853,DOC-0829,DOC-0132,References,DOC-0829 references architectural principles defined in DOC-0132.,2022-06-20
CIT-00854,DOC-0829,DOC-0591,References,DOC-0829 references architectural principles defined in DOC-0591.,2022-06-20
CIT-00855,DOC-0830,DOC-0991,References,DOC-0830 references architectural principles defined in DOC-0991.,2023-04-20
CIT-00856,DOC-0832,DOC-0237,References,DOC-0832 references architectural principles defined in DOC-0237.,2026-04-10
CIT-00857,DOC-0837,DOC-0284,References,DOC-0837 references architectural principles defined in DOC-0284.,2021-08-12
CIT-00858,DOC-0837,DOC-0983,References,DOC-0837 references architectural principles defined in DOC-0983.,2021-08-12
CIT-00859,DOC-0838,DOC-0668,References,DOC-0838 references architectural principles defined in DOC-0668.,2025-09-13
CIT-00860,DOC-0839,DOC-0850,References,DOC-0839 references architectural principles defined in DOC-0850.,2025-03-27
CIT-00861,DOC-0842,DOC-0148,References,DOC-0842 references architectural principles defined in DOC-0148.,2021-10-17
CIT-00862,DOC-0842,DOC-0151,References,DOC-0842 references architectural principles defined in DOC-0151.,2021-10-17
CIT-00863,DOC-0842,DOC-0742,References,DOC-0842 references architectural principles defined in DOC-0742.,2021-10-17
CIT-00864,DOC-0842,DOC-0664,References,DOC-0842 references architectural principles defined in DOC-0664.,2021-10-17
CIT-00865,DOC-0845,DOC-0388,References,DOC-0845 references architectural principles defined in DOC-0388.,2025-04-20
CIT-00866,DOC-0845,DOC-0676,References,DOC-0845 references architectural principles defined in DOC-0676.,2025-04-20
CIT-00867,DOC-0845,DOC-0532,References,DOC-0845 references architectural principles defined in DOC-0532.,2025-04-20
CIT-00868,DOC-0845,DOC-0697,References,DOC-0845 references architectural principles defined in DOC-0697.,2025-04-20
CIT-00869,DOC-0846,DOC-0879,References,DOC-0846 references architectural principles defined in DOC-0879.,2024-04-17
CIT-00870,DOC-0846,DOC-0651,References,DOC-0846 references architectural principles defined in DOC-0651.,2024-04-17
CIT-00871,DOC-0847,DOC-0362,References,DOC-0847 references architectural principles defined in DOC-0362.,2026-07-19
CIT-00872,DOC-0847,DOC-0193,References,DOC-0847 references architectural principles defined in DOC-0193.,2026-07-19
CIT-00873,DOC-0847,DOC-0891,References,DOC-0847 references architectural principles defined in DOC-0891.,2026-07-19
CIT-00874,DOC-0847,DOC-0682,References,DOC-0847 references architectural principles defined in DOC-0682.,2026-07-19
CIT-00875,DOC-0853,DOC-0475,References,DOC-0853 references architectural principles defined in DOC-0475.,2023-08-28
CIT-00876,DOC-0853,DOC-0163,References,DOC-0853 references architectural principles defined in DOC-0163.,2023-08-28
CIT-00877,DOC-0853,DOC-0063,References,DOC-0853 references architectural principles defined in DOC-0063.,2023-08-28
CIT-00878,DOC-0853,DOC-0801,References,DOC-0853 references architectural principles defined in DOC-0801.,2023-08-28
CIT-00879,DOC-0855,DOC-0537,References,DOC-0855 references architectural principles defined in DOC-0537.,2023-05-03
CIT-00880,DOC-0855,DOC-0297,References,DOC-0855 references architectural principles defined in DOC-0297.,2023-05-03
CIT-00881,DOC-0855,DOC-0209,References,DOC-0855 references architectural principles defined in DOC-0209.,2023-05-03
CIT-00882,DOC-0855,DOC-0424,References,DOC-0855 references architectural principles defined in DOC-0424.,2023-05-03
CIT-00883,DOC-0856,DOC-0145,References,DOC-0856 references architectural principles defined in DOC-0145.,2022-09-30
CIT-00884,DOC-0856,DOC-0291,References,DOC-0856 references architectural principles defined in DOC-0291.,2022-09-30
CIT-00885,DOC-0856,DOC-0287,References,DOC-0856 references architectural principles defined in DOC-0287.,2022-09-30
CIT-00886,DOC-0857,DOC-0485,References,DOC-0857 references architectural principles defined in DOC-0485.,2024-07-07
CIT-00887,DOC-0861,DOC-0461,References,DOC-0861 references architectural principles defined in DOC-0461.,2022-06-13
CIT-00888,DOC-0861,DOC-0206,References,DOC-0861 references architectural principles defined in DOC-0206.,2022-06-13
CIT-00889,DOC-0863,DOC-0987,References,DOC-0863 references architectural principles defined in DOC-0987.,2023-06-19
CIT-00890,DOC-0863,DOC-0400,References,DOC-0863 references architectural principles defined in DOC-0400.,2023-06-19
CIT-00891,DOC-0863,DOC-0277,References,DOC-0863 references architectural principles defined in DOC-0277.,2023-06-19
CIT-00892,DOC-0863,DOC-0165,References,DOC-0863 references architectural principles defined in DOC-0165.,2023-06-19
CIT-00893,DOC-0866,DOC-0661,References,DOC-0866 references architectural principles defined in DOC-0661.,2022-01-14
CIT-00894,DOC-0866,DOC-0498,References,DOC-0866 references architectural principles defined in DOC-0498.,2022-01-14
CIT-00895,DOC-0867,DOC-0113,References,DOC-0867 references architectural principles defined in DOC-0113.,2024-02-01
CIT-00896,DOC-0867,DOC-0275,References,DOC-0867 references architectural principles defined in DOC-0275.,2024-02-01
CIT-00897,DOC-0871,DOC-0765,References,DOC-0871 references architectural principles defined in DOC-0765.,2022-12-11
CIT-00898,DOC-0871,DOC-0414,References,DOC-0871 references architectural principles defined in DOC-0414.,2022-12-11
CIT-00899,DOC-0871,ADR-021,References,DOC-0871 references architectural principles defined in ADR-021.,2022-12-11
CIT-00900,DOC-0872,DOC-0248,References,DOC-0872 references architectural principles defined in DOC-0248.,2022-09-13
CIT-00901,DOC-0874,DOC-0776,References,DOC-0874 references architectural principles defined in DOC-0776.,2022-07-31
CIT-00902,DOC-0874,DOC-0981,References,DOC-0874 references architectural principles defined in DOC-0981.,2022-07-31
CIT-00903,DOC-0880,DOC-0542,References,DOC-0880 references architectural principles defined in DOC-0542.,2022-03-01
CIT-00904,DOC-0880,DOC-0004,References,DOC-0880 references architectural principles defined in DOC-0004.,2022-03-01
CIT-00905,DOC-0880,DOC-0153,References,DOC-0880 references architectural principles defined in DOC-0153.,2022-03-01
CIT-00906,DOC-0880,DOC-0982,References,DOC-0880 references architectural principles defined in DOC-0982.,2022-03-01
CIT-00907,DOC-0881,DOC-0582,References,DOC-0881 references architectural principles defined in DOC-0582.,2022-03-29
CIT-00908,DOC-0881,DOC-0350,References,DOC-0881 references architectural principles defined in DOC-0350.,2022-03-29
CIT-00909,DOC-0881,ADR-002,References,DOC-0881 references architectural principles defined in ADR-002.,2022-03-29
CIT-00910,DOC-0881,DOC-0493,References,DOC-0881 references architectural principles defined in DOC-0493.,2022-03-29
CIT-00911,DOC-0882,DOC-0751,References,DOC-0882 references architectural principles defined in DOC-0751.,2022-12-11
CIT-00912,DOC-0883,DOC-0258,References,DOC-0883 references architectural principles defined in DOC-0258.,2024-02-24
CIT-00913,DOC-0883,DOC-0713,References,DOC-0883 references architectural principles defined in DOC-0713.,2024-02-24
CIT-00914,DOC-0883,DOC-0824,References,DOC-0883 references architectural principles defined in DOC-0824.,2024-02-24
CIT-00915,DOC-0883,DOC-0279,References,DOC-0883 references architectural principles defined in DOC-0279.,2024-02-24
CIT-00916,DOC-0889,DOC-0484,References,DOC-0889 references architectural principles defined in DOC-0484.,2025-03-02
CIT-00917,DOC-0889,DOC-0640,References,DOC-0889 references architectural principles defined in DOC-0640.,2025-03-02
CIT-00918,DOC-0889,DOC-0201,References,DOC-0889 references architectural principles defined in DOC-0201.,2025-03-02
CIT-00919,DOC-0889,DOC-0912,References,DOC-0889 references architectural principles defined in DOC-0912.,2025-03-02
CIT-00920,DOC-0890,DOC-0879,References,DOC-0890 references architectural principles defined in DOC-0879.,2026-01-06
CIT-00921,DOC-0891,DOC-0778,References,DOC-0891 references architectural principles defined in DOC-0778.,2022-05-17
CIT-00922,DOC-0891,DOC-0247,References,DOC-0891 references architectural principles defined in DOC-0247.,2022-05-17
CIT-00923,DOC-0891,DOC-0546,References,DOC-0891 references architectural principles defined in DOC-0546.,2022-05-17
CIT-00924,DOC-0891,DOC-0342,References,DOC-0891 references architectural principles defined in DOC-0342.,2022-05-17
CIT-00925,DOC-0896,DOC-0237,References,DOC-0896 references architectural principles defined in DOC-0237.,2024-10-10
CIT-00926,DOC-0896,DOC-0421,References,DOC-0896 references architectural principles defined in DOC-0421.,2024-10-10
CIT-00927,DOC-0898,DOC-0548,References,DOC-0898 references architectural principles defined in DOC-0548.,2025-11-08
CIT-00928,DOC-0898,DOC-0757,References,DOC-0898 references architectural principles defined in DOC-0757.,2025-11-08
CIT-00929,DOC-0898,DOC-0075,References,DOC-0898 references architectural principles defined in DOC-0075.,2025-11-08
CIT-00930,DOC-0898,DOC-0106,References,DOC-0898 references architectural principles defined in DOC-0106.,2025-11-08
CIT-00931,DOC-0902,DOC-0224,References,DOC-0902 references architectural principles defined in DOC-0224.,2022-09-13
CIT-00932,DOC-0902,DOC-0380,References,DOC-0902 references architectural principles defined in DOC-0380.,2022-09-13
CIT-00933,DOC-0903,DOC-0012,References,DOC-0903 references architectural principles defined in DOC-0012.,2023-06-25
CIT-00934,DOC-0903,DOC-0941,References,DOC-0903 references architectural principles defined in DOC-0941.,2023-06-25
CIT-00935,DOC-0903,DOC-0602,References,DOC-0903 references architectural principles defined in DOC-0602.,2023-06-25
CIT-00936,DOC-0909,DOC-0627,References,DOC-0909 references architectural principles defined in DOC-0627.,2023-08-25
CIT-00937,DOC-0909,DOC-0122,References,DOC-0909 references architectural principles defined in DOC-0122.,2023-08-25
CIT-00938,DOC-0910,DOC-0811,References,DOC-0910 references architectural principles defined in DOC-0811.,04/24/2021
CIT-00939,DOC-0910,DOC-0613,References,DOC-0910 references architectural principles defined in DOC-0613.,04/24/2021
CIT-00940,DOC-0910,DOC-0550,References,DOC-0910 references architectural principles defined in DOC-0550.,04/24/2021
CIT-00941,DOC-0913,DOC-0706,References,DOC-0913 references architectural principles defined in DOC-0706.,2024-08-02
CIT-00942,DOC-0913,DOC-0284,References,DOC-0913 references architectural principles defined in DOC-0284.,2024-08-02
CIT-00943,DOC-0913,DOC-0555,References,DOC-0913 references architectural principles defined in DOC-0555.,2024-08-02
CIT-00944,DOC-0913,DOC-0172,References,DOC-0913 references architectural principles defined in DOC-0172.,2024-08-02
CIT-00945,DOC-0916,DOC-0837,References,DOC-0916 references architectural principles defined in DOC-0837.,05/26/2023
CIT-00946,DOC-0916,DOC-0222,References,DOC-0916 references architectural principles defined in DOC-0222.,05/26/2023
CIT-00947,DOC-0916,DOC-0815,References,DOC-0916 references architectural principles defined in DOC-0815.,05/26/2023
CIT-00948,DOC-0916,DOC-0422,References,DOC-0916 references architectural principles defined in DOC-0422.,05/26/2023
CIT-00949,DOC-0918,DOC-0948,References,DOC-0918 references architectural principles defined in DOC-0948.,2025-08-02
CIT-00950,DOC-0918,DOC-0590,References,DOC-0918 references architectural principles defined in DOC-0590.,2025-08-02
CIT-00951,DOC-0919,DOC-0714,References,DOC-0919 references architectural principles defined in DOC-0714.,2022-08-25
CIT-00952,DOC-0919,DOC-0358,References,DOC-0919 references architectural principles defined in DOC-0358.,2022-08-25
CIT-00953,DOC-0919,DOC-0958,References,DOC-0919 references architectural principles defined in DOC-0958.,2022-08-25
CIT-00954,DOC-0919,DOC-0366,References,DOC-0919 references architectural principles defined in DOC-0366.,2022-08-25
CIT-00955,DOC-0922,DOC-0643,References,DOC-0922 references architectural principles defined in DOC-0643.,2021-02-25
CIT-00956,DOC-0925,DOC-0240,References,DOC-0925 references architectural principles defined in DOC-0240.,2022-12-28
CIT-00957,DOC-0925,DOC-0756,References,DOC-0925 references architectural principles defined in DOC-0756.,2022-12-28
CIT-00958,DOC-0926,DOC-0201,References,DOC-0926 references architectural principles defined in DOC-0201.,2025-02-03
CIT-00959,DOC-0926,DOC-0848,References,DOC-0926 references architectural principles defined in DOC-0848.,2025-02-03
CIT-00960,DOC-0927,DOC-0303,References,DOC-0927 references architectural principles defined in DOC-0303.,2023-02-01
CIT-00961,DOC-0927,DOC-0472,References,DOC-0927 references architectural principles defined in DOC-0472.,2023-02-01
CIT-00962,DOC-0928,DOC-0232,References,DOC-0928 references architectural principles defined in DOC-0232.,02/22/2022
CIT-00963,DOC-0928,DOC-0634,References,DOC-0928 references architectural principles defined in DOC-0634.,02/22/2022
CIT-00964,DOC-0928,DOC-0138,References,DOC-0928 references architectural principles defined in DOC-0138.,02/22/2022
CIT-00965,DOC-0928,DOC-0033,References,DOC-0928 references architectural principles defined in DOC-0033.,02/22/2022
CIT-00966,DOC-0929,DOC-0376,References,DOC-0929 references architectural principles defined in DOC-0376.,2023-02-12
CIT-00967,DOC-0929,DOC-0643,References,DOC-0929 references architectural principles defined in DOC-0643.,2023-02-12
CIT-00968,DOC-0936,DOC-0008,References,DOC-0936 references architectural principles defined in DOC-0008.,2025-08-27
CIT-00969,DOC-0936,DOC-0176,References,DOC-0936 references architectural principles defined in DOC-0176.,2025-08-27
CIT-00970,DOC-0936,DOC-0384,References,DOC-0936 references architectural principles defined in DOC-0384.,2025-08-27
CIT-00971,DOC-0936,DOC-0036,References,DOC-0936 references architectural principles defined in DOC-0036.,2025-08-27
CIT-00972,DOC-0940,DOC-0217,References,DOC-0940 references architectural principles defined in DOC-0217.,2022-03-04
CIT-00973,DOC-0940,DOC-0075,References,DOC-0940 references architectural principles defined in DOC-0075.,2022-03-04
CIT-00974,DOC-0941,DOC-0446,References,DOC-0941 references architectural principles defined in DOC-0446.,2022-02-01
CIT-00975,DOC-0942,DOC-0273,References,DOC-0942 references architectural principles defined in DOC-0273.,2025-04-07
CIT-00976,DOC-0942,DOC-0731,References,DOC-0942 references architectural principles defined in DOC-0731.,2025-04-07
CIT-00977,DOC-0952,DOC-0977,References,DOC-0952 references architectural principles defined in DOC-0977.,12/20/2022
CIT-00978,DOC-0952,DOC-0460,References,DOC-0952 references architectural principles defined in DOC-0460.,12/20/2022
CIT-00979,DOC-0956,DOC-0621,References,DOC-0956 references architectural principles defined in DOC-0621.,2024-04-04
CIT-00980,DOC-0956,DOC-0220,References,DOC-0956 references architectural principles defined in DOC-0220.,2024-04-04
CIT-00981,DOC-0956,DOC-0949,References,DOC-0956 references architectural principles defined in DOC-0949.,2024-04-04
CIT-00982,DOC-0959,DOC-0303,References,DOC-0959 references architectural principles defined in DOC-0303.,2021-05-11
CIT-00983,DOC-0959,DOC-0385,References,DOC-0959 references architectural principles defined in DOC-0385.,2021-05-11
CIT-00984,DOC-0959,DOC-0792,References,DOC-0959 references architectural principles defined in DOC-0792.,2021-05-11
CIT-00985,DOC-0959,DOC-0549,References,DOC-0959 references architectural principles defined in DOC-0549.,2021-05-11
CIT-00986,DOC-0961,DOC-0816,References,DOC-0961 references architectural principles defined in DOC-0816.,2024-04-18
CIT-00987,DOC-0964,DOC-0574,References,DOC-0964 references architectural principles defined in DOC-0574.,2023-12-09
CIT-00988,DOC-0969,DOC-0552,References,DOC-0969 references architectural principles defined in DOC-0552.,2026-02-11
CIT-00989,DOC-0969,DOC-0897,References,DOC-0969 references architectural principles defined in DOC-0897.,2026-02-11
CIT-00990,DOC-0970,DOC-0247,References,DOC-0970 references architectural principles defined in DOC-0247.,2021-06-18
CIT-00991,DOC-0970,DOC-0930,References,DOC-0970 references architectural principles defined in DOC-0930.,2021-06-18
CIT-00992,DOC-0971,DOC-0248,References,DOC-0971 references architectural principles defined in DOC-0248.,2022-01-21
CIT-00993,DOC-0973,DOC-0266,References,DOC-0973 references architectural principles defined in DOC-0266.,05/30/2021
CIT-00994,DOC-0974,DOC-0848,References,DOC-0974 references architectural principles defined in DOC-0848.,2025-08-20
CIT-00995,DOC-0974,DOC-0183,References,DOC-0974 references architectural principles defined in DOC-0183.,2025-08-20
CIT-00996,DOC-0975,DOC-0871,References,DOC-0975 references architectural principles defined in DOC-0871.,2023-04-19
CIT-00997,DOC-0975,DOC-0859,References,DOC-0975 references architectural principles defined in DOC-0859.,2023-04-19
CIT-00998,DOC-0975,DOC-0211,References,DOC-0975 references architectural principles defined in DOC-0211.,2023-04-19
CIT-00999,DOC-0975,DOC-0144,References,DOC-0975 references architectural principles defined in DOC-0144.,2023-04-19
CIT-01000,DOC-0977,DOC-0531,References,DOC-0977 references architectural principles defined in DOC-0531.,2022-08-07
CIT-01001,DOC-0978,DOC-0074,References,DOC-0978 references architectural principles defined in DOC-0074.,2026-08-01
CIT-01002,DOC-0978,DOC-0433,References,DOC-0978 references architectural principles defined in DOC-0433.,2026-08-01
CIT-01003,DOC-0978,DOC-0739,References,DOC-0978 references architectural principles defined in DOC-0739.,2026-08-01
CIT-01004,DOC-0978,DOC-0650,References,DOC-0978 references architectural principles defined in DOC-0650.,2026-08-01
CIT-01005,DOC-0981,DOC-0698,References,DOC-0981 references architectural principles defined in DOC-0698.,2024-05-17
CIT-01006,DOC-0981,DOC-0283,References,DOC-0981 references architectural principles defined in DOC-0283.,2024-05-17
CIT-01007,DOC-0983,DOC-0784,References,DOC-0983 references architectural principles defined in DOC-0784.,2024-02-29
CIT-01008,DOC-0984,DOC-0794,References,DOC-0984 references architectural principles defined in DOC-0794.,2023-09-09
CIT-01009,DOC-0986,DOC-0086,References,DOC-0986 references architectural principles defined in DOC-0086.,2023-06-29
CIT-01010,DOC-0987,DOC-0085,References,DOC-0987 references architectural principles defined in DOC-0085.,2023-01-15
CIT-01011,DOC-0994,DOC-0737,References,DOC-0994 references architectural principles defined in DOC-0737.,2025-12-21
CIT-01012,DOC-0995,DOC-0321,References,DOC-0995 references architectural principles defined in DOC-0321.,2022-12-28
CIT-01013,DOC-0995,DOC-0389,References,DOC-0995 references architectural principles defined in DOC-0389.,2022-12-28
CIT-01014,DOC-0995,DOC-0689,References,DOC-0995 references architectural principles defined in DOC-0689.,2022-12-28
CIT-01015,DOC-0996,DOC-0771,References,DOC-0996 references architectural principles defined in DOC-0771.,2021-04-17
CIT-01016,DOC-0996,DOC-0300,References,DOC-0996 references architectural principles defined in DOC-0300.,2021-04-17
CIT-01017,DOC-0996,DOC-0268,References,DOC-0996 references architectural principles defined in DOC-0268.,2021-04-17
CIT-01018,DOC-0997,DOC-0615,References,DOC-0997 references architectural principles defined in DOC-0615.,2021-09-25
CIT-01019,DOC-0997,DOC-0685,References,DOC-0997 references architectural principles defined in DOC-0685.,2021-09-25
CIT-EXPLICIT-001,ADR-021,ADR-001,Supersedes,ADR-021 explicitly supersedes legacy database decision ADR-001.,2025-11-10
