document_id,title,document_type,topic,content,summary,department,project,system,technology,author_id,author_role,created_date,updated_date,status,approval_status,version,is_current,is_superseded,supersedes_document_id,authority_level,confidentiality_level,owner_team,source_type,url_or_reference,language
DOC-0901,Engineering Note: Infrastructure Guidelines for Project Omega,Engineering Note,infrastructure,Technical assessment and standard guidelines regarding infrastructure implementation for Project Omega system User Portal.,Comprehensive architecture guidelines covering infrastructure within Project Omega.,Platform,Project Omega,User Portal,Infrastructure,emp_916,Principal Engineer,2024-11-13,2025-07-21,Draft,Under Review,2.0,True,False,,Principal Engineer,Public,Platform Core Team,Git Markdown,https://wiki.org/docs/DOC-0901,en
DOC-0902,Deprecated Document: Kubernetes Guidelines for Project Alpha,Deprecated Document,Kubernetes,Technical assessment and standard guidelines regarding Kubernetes implementation for Project Alpha system User Portal.,Comprehensive architecture guidelines covering Kubernetes within Project Alpha.,DevOps,Project Alpha,User Portal,Kubernetes,emp_235,Chief Architect,2022-09-13,2023-01-15,Draft,Under Review,3.2,True,False,,Chief Architect,Confidential,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0902,en
DOC-0903,Technical Design Document: Apis Guidelines for Project Gamma,Technical Design Document,APIs,Technical assessment and standard guidelines regarding APIs implementation for Project Gamma system Payment Gateway.,Comprehensive architecture guidelines covering APIs within Project Gamma.,Product,Project Gamma,Payment Gateway,Apis,emp_589,Architecture Team,2023-06-25,2023-12-12,Draft,Rejected,3.2,True,False,,Architecture Team,Internal,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0903,en
DOC-0904,Project Documentation: Databases Guidelines for Project Omega,Project Documentation,databases,"Title: Project Documentation for Project Omega
Department: Security

DynamoDB is chosen as the managed key-value store for high throughput in Project Omega.",Comprehensive architecture guidelines covering databases within Project Omega.,Security,Project Omega,Payment Gateway,DynamoDB,emp_896,Project Notes,2024-04-21,2026-07-25,Draft,Rejected,2.1,True,False,,Project Notes,Restricted,Security Core Team,Confluence,https://wiki.org/docs/DOC-0904,en
DOC-0905,Deprecated Document: Ci/Cd Guidelines for Project Delta,Deprecated Document,CI/CD,Technical assessment and standard guidelines regarding CI/CD implementation for Project Delta system Search Engine.,Comprehensive architecture guidelines covering CI/CD within Project Delta.,Data Engineering,Project Delta,Search Engine,Ci/Cd,emp_370,Principal Engineer,2022-05-25,2024-04-22,Draft,Draft,3.1,True,False,,Principal Engineer,Confidential,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0905,en
DOC-0906,Policy: Messaging Guidelines for Project Delta,Policy,messaging,Technical assessment and standard guidelines regarding messaging implementation for Project Delta system Event Bus.,Comprehensive architecture guidelines covering messaging within Project Delta.,Engineering,Project Delta,Event Bus,Messaging,emp_581,Unverified,2021-12-01,2022-12-02,Active,Approved,3.1,True,False,,Unverified,Public,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0906,en
DOC-0907,Technical Design Document: Frontend Architecture Guidelines for Core Infrastructure,Technical Design Document,frontend architecture,Technical assessment and standard guidelines regarding frontend architecture implementation for Core Infrastructure system Data Pipeline.,Comprehensive architecture guidelines covering frontend architecture within Core Infrastructure.,Data Engineering,Core Infrastructure,Data Pipeline,Frontend Architecture,emp_897,Architecture Team,2025-04-12,2025-08-08,Draft,Under Review,2.1,True,False,,Architecture Team,Confidential,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0907,en
DOC-0908,Project Documentation: Event Streaming Guidelines for Project Beta,Project Documentation,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Project Beta system Data Pipeline.,Comprehensive architecture guidelines covering event streaming within Project Beta.,Data Engineering,Project Beta,Data Pipeline,Event Streaming,emp_260,Senior Engineer,2025-04-19,2025-11-07,Draft,Under Review,3.2,True,False,,Senior Engineer,Internal,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0908,en
DOC-0909,Meeting Decision: Networking Guidelines for Core Infrastructure,Meeting Decision,networking,Technical assessment and standard guidelines regarding networking implementation for Core Infrastructure system Metrics Engine.,Comprehensive architecture guidelines covering networking within Core Infrastructure.,Data Engineering,Core Infrastructure,Metrics Engine,Networking,emp_334,Principal Engineer,2023-08-25,2025-05-07,Draft,Draft,2.2,True,False,,Principal Engineer,Restricted,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0909,en
DOC-0910,Standard: Logging Guidelines for Project Delta,Standard,logging,Technical assessment and standard guidelines regarding logging implementation for Project Delta system Metrics Engine.,Comprehensive architecture guidelines covering logging within Project Delta.,Data Engineering,Project Delta,Metrics Engine,Logging,emp_105,Engineer,2021-04-24,2023-08-09,Draft,Draft,1.1,True,False,,Engineer,Restricted,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0910,en
DOC-0911,Security Recommendation: Microservices Guidelines for Core Infrastructure,Security Recommendation,microservices,Technical assessment and standard guidelines regarding microservices implementation for Core Infrastructure system Search Engine.,Comprehensive architecture guidelines covering microservices within Core Infrastructure.,DevOps,Core Infrastructure,Search Engine,Microservices,emp_952,Principal Engineer,2021-02-18,2022-12-09,Draft,Rejected,2.2,True,False,,Principal Engineer,Internal,DevOps Core Team,Git Markdown,https://wiki.org/docs/DOC-0911,en
DOC-0912,Engineering Note: Caching Guidelines for Enterprise Gateway,Engineering Note,caching,Technical assessment and standard guidelines regarding caching implementation for Enterprise Gateway system Payment Gateway.,Comprehensive architecture guidelines covering caching within Enterprise Gateway.,Architecture,Enterprise Gateway,Payment Gateway,Caching,emp_348,Chief Architect,2022-10-29,2025-07-07,Draft,Rejected,1.2,True,False,,Chief Architect,Confidential,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0912,en
DOC-0913,Architecture Decision Record: Networking Guidelines for Project Beta,Architecture Decision Record,networking,Technical assessment and standard guidelines regarding networking implementation for Project Beta system Metrics Engine.,Comprehensive architecture guidelines covering networking within Project Beta.,Architecture,Project Beta,Metrics Engine,Networking,emp_203,Architecture Board,2024-08-02,2025-07-18,Draft,Draft,2.1,True,False,,Architecture Board,Public,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0913,en
DOC-0914,Engineering Note: Authentication Guidelines for Project Gamma,Engineering Note,authentication,"Title: Engineering Note for Project Gamma
Department: Product

JWT tokens signed with RS256 algorithm are required for microservice-to-microservice auth in Project Gamma.",Comprehensive architecture guidelines covering authentication within Project Gamma.,Product,Project Gamma,Metrics Engine,JWT RS256,emp_994,Senior Architect,2024-04-22,2025-02-22,Active,Approved,2.2,True,False,,Senior Architect,Restricted,Product Core Team,Confluence,https://wiki.org/docs/DOC-0914,en
DOC-0915,Security Recommendation: Databases Guidelines for Project Beta,Security Recommendation,databases,"Title: Security Recommendation for Project Beta
Department: Product

MongoDB 6.0 is selected for non-relational document storage in Project Beta due to flexible schema requirements.",Comprehensive architecture guidelines covering databases within Project Beta.,Product,Project Beta,Payment Gateway,MongoDB,emp_973,Senior Engineer,2026-01-28,2026-05-22,Draft,Under Review,1.1,True,False,,Senior Engineer,Restricted,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0915,en
DOC-0916,Standard: Kubernetes Guidelines for Project Gamma,Standard,Kubernetes,Technical assessment and standard guidelines regarding Kubernetes implementation for Project Gamma system Auth Service.,Comprehensive architecture guidelines covering Kubernetes within Project Gamma.,Data Engineering,Project Gamma,Auth Service,Kubernetes,emp_222,Senior Architect,2023-05-26,2025-08-14,Draft,Rejected,3.0,True,False,,Senior Architect,Restricted,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0916,en
DOC-0917,Meeting Decision: Apis Guidelines for Project Omega,Meeting Decision,APIs,Technical assessment and standard guidelines regarding APIs implementation for Project Omega system Event Bus.,Comprehensive architecture guidelines covering APIs within Project Omega.,Product,Project Omega,Event Bus,Apis,emp_603,Unverified,2024-03-23,2025-02-27,Active,Approved,3.0,True,False,,Unverified,Public,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0917,en
DOC-0918,Standard: Authentication Guidelines for Project Omega,Standard,authentication,"Title: Standard for Project Omega
Department: Security

SAML 2.0 enterprise SSO is required for corporate internal access in Project Omega.",Comprehensive architecture guidelines covering authentication within Project Omega.,Security,Project Omega,User Portal,SAML 2.0,emp_885,Chief Architect,2025-08-02,2025-12-21,Draft,Rejected,3.0,True,False,,Chief Architect,Restricted,Security Core Team,Confluence,https://wiki.org/docs/DOC-0918,en
DOC-0919,Draft Document: Monitoring Guidelines for Project Delta,Draft Document,monitoring,Technical assessment and standard guidelines regarding monitoring implementation for Project Delta system Metrics Engine.,Comprehensive architecture guidelines covering monitoring within Project Delta.,Data Engineering,Project Delta,Metrics Engine,Monitoring,emp_511,Architecture Board,2022-08-25,2022-09-07,Superseded,Rejected,1.1,False,True,,Architecture Board,Confidential,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0919,en
DOC-0920,Project Documentation: Infrastructure Guidelines for Core Infrastructure,Project Documentation,infrastructure,Technical assessment and standard guidelines regarding infrastructure implementation for Core Infrastructure system Event Bus.,Comprehensive architecture guidelines covering infrastructure within Core Infrastructure.,Product,Core Infrastructure,Event Bus,Infrastructure,emp_568,Unverified,2025-04-26,2026-06-20,Draft,Draft,3.2,True,False,,Unverified,Internal,Product Core Team,Confluence,https://wiki.org/docs/DOC-0920,en
DOC-0921,Architecture Decision Record: Logging Guidelines for Project Beta,Architecture Decision Record,logging,Technical assessment and standard guidelines regarding logging implementation for Project Beta system Auth Service.,Comprehensive architecture guidelines covering logging within Project Beta.,Engineering,Project Beta,Auth Service,Logging,emp_716,Unverified,2025-05-16,2025-07-20,Draft,Draft,2.1,True,False,,Unverified,Internal,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0921,en
DOC-0922,Security Recommendation: Messaging Guidelines for Project Delta,Security Recommendation,messaging,Technical assessment and standard guidelines regarding messaging implementation for Project Delta system User Portal.,Comprehensive architecture guidelines covering messaging within Project Delta.,Architecture,Project Delta,User Portal,Messaging,emp_890,Architecture Team,2021-02-25,2021-12-03,Draft,Rejected,2.0,True,False,,Architecture Team,Confidential,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0922,en
DOC-0923,Project Documentation: Microservices Guidelines for Project Delta,Project Documentation,microservices,Technical assessment and standard guidelines regarding microservices implementation for Project Delta system Inventory System.,Comprehensive architecture guidelines covering microservices within Project Delta.,Engineering,Project Delta,Inventory System,Microservices,emp_508,Project Notes,2022-02-26,2026-06-23,Draft,Rejected,1.0,True,False,,Project Notes,Internal,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0923,en
DOC-0924,Draft Document: Ci/Cd Guidelines for Project Alpha,Draft Document,CI/CD,Technical assessment and standard guidelines regarding CI/CD implementation for Project Alpha system User Portal.,Comprehensive architecture guidelines covering CI/CD within Project Alpha.,Platform,Project Alpha,User Portal,Ci/Cd,emp_600,Chief Architect,2023-01-04,2024-10-13,Draft,Rejected,1.2,True,False,,Chief Architect,Restricted,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0924,en
DOC-0925,Technical Design Document: Caching Guidelines for Project Alpha,Technical Design Document,caching,Technical assessment and standard guidelines regarding caching implementation for Project Alpha system Metrics Engine.,Comprehensive architecture guidelines covering caching within Project Alpha.,Engineering,Project Alpha,Metrics Engine,Caching,emp_509,Engineer,2022-12-28,2025-01-04,Draft,Draft,2.2,True,False,,Engineer,Restricted,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0925,en
DOC-0926,Meeting Decision: Frontend Architecture Guidelines for Core Infrastructure,Meeting Decision,frontend architecture,Technical assessment and standard guidelines regarding frontend architecture implementation for Core Infrastructure system Metrics Engine.,Comprehensive architecture guidelines covering frontend architecture within Core Infrastructure.,Product,Core Infrastructure,Metrics Engine,Frontend Architecture,emp_116,Project Notes,2025-02-03,2025-12-31,Active,Approved,1.0,True,False,,Project Notes,Public,Product Core Team,Confluence,https://wiki.org/docs/DOC-0926,en
DOC-0927,Meeting Decision: Networking Guidelines for Enterprise Gateway,Meeting Decision,networking,Technical assessment and standard guidelines regarding networking implementation for Enterprise Gateway system Auth Service.,Comprehensive architecture guidelines covering networking within Enterprise Gateway.,Engineering,Enterprise Gateway,Auth Service,Networking,emp_987,Architecture Team,2023-02-01,2026-07-19,Draft,Rejected,2.0,True,False,,Architecture Team,Internal,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0927,en
DOC-0928,Policy: Backend Architecture Guidelines for Project Beta,Policy,backend architecture,Technical assessment and standard guidelines regarding backend architecture implementation for Project Beta system Payment Gateway.,No summary provided.,Architecture,Project Beta,Payment Gateway,Backend Architecture,emp_130,Senior Architect,2022-02-22,2023-11-10,Draft,Rejected,2.2,True,False,,Senior Architect,Restricted,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0928,en
DOC-0929,Deprecated Document: Databases Guidelines for Project Delta,Deprecated Document,databases,"Title: Deprecated Document for Project Delta
Department: Engineering

DynamoDB is chosen as the managed key-value store for high throughput in Project Delta.",Comprehensive architecture guidelines covering databases within Project Delta.,Engineering,Project Delta,Data Pipeline,DynamoDB,emp_147,Engineer,2023-02-12,2026-06-21,Draft,Under Review,1.1,True,False,,Engineer,Internal,Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0929,en
DOC-0930,Engineering Note: Authorization Guidelines for Project Delta,Engineering Note,authorization,Technical assessment and standard guidelines regarding authorization implementation for Project Delta system Metrics Engine.,Comprehensive architecture guidelines covering authorization within Project Delta.,Security,Project Delta,Metrics Engine,Authorization,emp_550,Unverified,2025-10-21,2025-10-21,Draft,Draft,2.0,True,False,,Unverified,Restricted,Security Core Team,Confluence,https://wiki.org/docs/DOC-0930,en
DOC-0931,Draft Document: Event Streaming Guidelines for Core Infrastructure,Draft Document,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Core Infrastructure system Payment Gateway.,Comprehensive architecture guidelines covering event streaming within Core Infrastructure.,DevOps,Core Infrastructure,Payment Gateway,Event Streaming,emp_604,Project Notes,2022-02-06,2022-10-21,Draft,Under Review,1.0,True,False,,Project Notes,Public,DevOps Core Team,Git Markdown,https://wiki.org/docs/DOC-0931,en
DOC-0932,Engineering Note: Logging Guidelines for Project Omega,Engineering Note,logging,Technical assessment and standard guidelines regarding logging implementation for Project Omega system User Portal.,Comprehensive architecture guidelines covering logging within Project Omega.,Engineering,Project Omega,User Portal,Logging,emp_356,Architecture Team,2025-02-04,2025-12-09,Draft,Draft,2.2,True,False,,Architecture Team,Restricted,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0932,en
DOC-0933,Standard: Data Storage Guidelines for Project Gamma,Standard,data storage,Technical assessment and standard guidelines regarding data storage implementation for Project Gamma system Data Pipeline.,Comprehensive architecture guidelines covering data storage within Project Gamma.,DevOps,Project Gamma,Data Pipeline,Data Storage,emp_865,Architecture Board,2024-07-18,2024-09-05,Draft,Under Review,1.0,True,False,,Architecture Board,Public,DevOps Core Team,Git Markdown,https://wiki.org/docs/DOC-0933,en
DOC-0934,Security Recommendation: Security Guidelines for Project Gamma,Security Recommendation,security,Technical assessment and standard guidelines regarding security implementation for Project Gamma system Inventory System.,Comprehensive architecture guidelines covering security within Project Gamma.,Engineering,Project Gamma,Inventory System,Security,emp_978,Project Notes,2022-01-20,2025-07-30,Draft,Rejected,1.1,True,False,,Project Notes,Restricted,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0934,en
DOC-0935,Meeting Decision: Kubernetes Guidelines for Core Infrastructure,Meeting Decision,Kubernetes,Technical assessment and standard guidelines regarding Kubernetes implementation for Core Infrastructure system Event Bus.,Comprehensive architecture guidelines covering Kubernetes within Core Infrastructure.,Product,Core Infrastructure,Event Bus,Kubernetes,emp_290,Senior Engineer,2022-11-30,2025-08-24,Draft,Rejected,3.1,True,False,,Senior Engineer,Restricted,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0935,en
DOC-0936,Policy: Frontend Architecture Guidelines for Project Alpha,Policy,frontend architecture,Technical assessment and standard guidelines regarding frontend architecture implementation for Project Alpha system Data Pipeline.,Comprehensive architecture guidelines covering frontend architecture within Project Alpha.,Data Engineering,Project Alpha,Data Pipeline,Frontend Architecture,emp_332,Chief Architect,2025-08-27,2025-10-22,Active,Approved,2.0,True,False,,Chief Architect,Restricted,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0936,en
DOC-0937,Deprecated Document: Authentication Guidelines for Enterprise Gateway,Deprecated Document,authentication,"Title: Deprecated Document for Enterprise Gateway
Department: Data Engineering

JWT tokens signed with RS256 algorithm are required for microservice-to-microservice auth in Enterprise Gateway.",Comprehensive architecture guidelines covering authentication within Enterprise Gateway.,Data Engineering,Enterprise Gateway,Data Pipeline,JWT RS256,emp_939,Engineer,2022-02-04,2022-11-21,Active,Approved,3.1,True,False,,Engineer,Internal,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0937,en
DOC-0938,Deprecated Document: Apis Guidelines for Enterprise Gateway,Deprecated Document,APIs,Technical assessment and standard guidelines regarding APIs implementation for Enterprise Gateway system Event Bus.,Comprehensive architecture guidelines covering APIs within Enterprise Gateway.,Data Engineering,Enterprise Gateway,Event Bus,Apis,emp_335,Unverified,2021-12-08,2024-01-13,Superseded,Under Review,1.2,False,True,,Unverified,Internal,Data Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0938,en
DOC-0939,Architecture Decision Record: Cloud Providers Guidelines for Project Omega,Architecture Decision Record,cloud providers,Technical assessment and standard guidelines regarding cloud providers implementation for Project Omega system Metrics Engine.,Comprehensive architecture guidelines covering cloud providers within Project Omega.,Data Engineering,Project Omega,Metrics Engine,Cloud Providers,emp_385,Architecture Team,2026-05-19,2026-07-09,Draft,Draft,3.1,True,False,,Architecture Team,Confidential,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0939,en
DOC-0940,Meeting Decision: Logging Guidelines for Project Alpha,Meeting Decision,logging,Technical assessment and standard guidelines regarding logging implementation for Project Alpha system Search Engine.,Comprehensive architecture guidelines covering logging within Project Alpha.,Engineering,Project Alpha,Search Engine,Logging,emp_784,Unverified,2022-03-04,2026-04-14,Superseded,Approved,2.0,False,True,,Unverified,Internal,Engineering Core Team,Confluence,https://wiki.org/docs/DOC-0940,en
DOC-0941,Draft Document: Containers Guidelines for Project Delta,Draft Document,containers,Technical assessment and standard guidelines regarding containers implementation for Project Delta system Data Pipeline.,Comprehensive architecture guidelines covering containers within Project Delta.,Product,Project Delta,Data Pipeline,Containers,emp_500,Engineer,2022-02-01,2023-06-25,Superseded,Draft,2.0,False,True,,Engineer,Confidential,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0941,en
DOC-0942,Meeting Decision: Backend Architecture Guidelines for Project Beta,Meeting Decision,backend architecture,Technical assessment and standard guidelines regarding backend architecture implementation for Project Beta system Inventory System.,Comprehensive architecture guidelines covering backend architecture within Project Beta.,Platform,Project Beta,Inventory System,Backend Architecture,emp_788,Senior Architect,2025-04-07,2025-09-21,Active,Approved,3.1,True,False,,Senior Architect,Public,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0942,en
DOC-0943,Draft Document: Containers Guidelines for Core Infrastructure,Draft Document,containers,Technical assessment and standard guidelines regarding containers implementation for Core Infrastructure system Search Engine.,Comprehensive architecture guidelines covering containers within Core Infrastructure.,Security,Core Infrastructure,Search Engine,Containers,emp_654,Chief Architect,2023-07-20,2024-05-29,Active,Approved,3.1,True,False,,Chief Architect,Restricted,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0943,en
DOC-0944,Engineering Note: Kubernetes Guidelines for Project Alpha,Engineering Note,Kubernetes,Technical assessment and standard guidelines regarding Kubernetes implementation for Project Alpha system Inventory System.,Comprehensive architecture guidelines covering Kubernetes within Project Alpha.,DevOps,Project Alpha,Inventory System,Kubernetes,emp_699,Engineer,2025-11-30,2026-05-30,Draft,Rejected,1.2,True,False,,Engineer,Public,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0944,en
DOC-0945,Standard: Event Streaming Guidelines for Enterprise Gateway,Standard,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Enterprise Gateway system User Portal.,Comprehensive architecture guidelines covering event streaming within Enterprise Gateway.,Architecture,Enterprise Gateway,User Portal,Event Streaming,emp_956,Project Notes,2023-05-14,2023-09-07,Active,Approved,2.2,True,False,,Project Notes,Restricted,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0945,en
DOC-0946,Architecture Decision Record: Monitoring Guidelines for Project Delta,Architecture Decision Record,monitoring,Technical assessment and standard guidelines regarding monitoring implementation for Project Delta system Search Engine.,Comprehensive architecture guidelines covering monitoring within Project Delta.,DevOps,Project Delta,Search Engine,Monitoring,emp_185,Senior Engineer,2021-07-27,2025-07-26,Draft,Rejected,2.0,True,False,,Senior Engineer,Confidential,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0946,en
DOC-0947,Standard: Networking Guidelines for Project Omega,Standard,networking,Technical assessment and standard guidelines regarding networking implementation for Project Omega system Metrics Engine.,Comprehensive architecture guidelines covering networking within Project Omega.,Data Engineering,Project Omega,Metrics Engine,Networking,emp_991,Unverified,2021-03-28,2024-08-11,Active,Approved,3.0,True,False,,Unverified,Public,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0947,en
DOC-0948,Architecture Decision Record: Observability Guidelines for Project Omega,Architecture Decision Record,observability,Technical assessment and standard guidelines regarding observability implementation for Project Omega system Metrics Engine.,Comprehensive architecture guidelines covering observability within Project Omega.,DevOps,Project Omega,Metrics Engine,Observability,emp_835,Engineer,2022-12-13,2026-07-30,Draft,Rejected,3.2,True,False,,Engineer,Public,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0948,en
DOC-0949,Draft Document: Frontend Architecture Guidelines for Core Infrastructure,Draft Document,frontend architecture,Technical assessment and standard guidelines regarding frontend architecture implementation for Core Infrastructure system Metrics Engine.,Comprehensive architecture guidelines covering frontend architecture within Core Infrastructure.,Product,Core Infrastructure,Metrics Engine,Frontend Architecture,emp_321,Architecture Board,2022-01-06,2022-02-24,Superseded,Draft,2.0,False,True,,Architecture Board,Confidential,Product Core Team,Git Markdown,https://wiki.org/docs/DOC-0949,en
DOC-0950,Architecture Decision Record: Backend Architecture Guidelines for Project Gamma,Architecture Decision Record,backend architecture,Technical assessment and standard guidelines regarding backend architecture implementation for Project Gamma system User Portal.,Comprehensive architecture guidelines covering backend architecture within Project Gamma.,Architecture,Project Gamma,User Portal,Backend Architecture,emp_556,Principal Engineer,2022-10-27,2025-05-22,Draft,Draft,1.0,True,False,,Principal Engineer,Restricted,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0950,en
DOC-0951,Draft Document: Messaging Guidelines for Enterprise Gateway,Draft Document,messaging,Technical assessment and standard guidelines regarding messaging implementation for Enterprise Gateway system Payment Gateway.,Comprehensive architecture guidelines covering messaging within Enterprise Gateway.,Security,Enterprise Gateway,Payment Gateway,Messaging,emp_460,Senior Engineer,2024-01-08,2026-02-03,Draft,Under Review,2.0,True,False,,Senior Engineer,Public,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0951,en
DOC-0952,Policy: Networking Guidelines for Core Infrastructure,Policy,networking,Technical assessment and standard guidelines regarding networking implementation for Core Infrastructure system Metrics Engine.,Comprehensive architecture guidelines covering networking within Core Infrastructure.,Platform,Core Infrastructure,Metrics Engine,Networking,emp_371,Architecture Team,2022-12-20,2024-11-09,Draft,Rejected,1.0,True,False,,Architecture Team,Restricted,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0952,en
DOC-0953,Engineering Note: Logging Guidelines for Project Omega,Engineering Note,logging,Technical assessment and standard guidelines regarding logging implementation for Project Omega system Search Engine.,Comprehensive architecture guidelines covering logging within Project Omega.,DevOps,Project Omega,Search Engine,Logging,emp_651,Unverified,2023-03-27,2023-08-29,Superseded,Under Review,3.2,False,True,,Unverified,Confidential,DevOps Core Team,Git Markdown,https://wiki.org/docs/DOC-0953,en
DOC-0954,Technical Design Document: Monitoring Guidelines for Project Omega,Technical Design Document,monitoring,Technical assessment and standard guidelines regarding monitoring implementation for Project Omega system Metrics Engine.,Comprehensive architecture guidelines covering monitoring within Project Omega.,Architecture,Project Omega,Metrics Engine,Monitoring,emp_494,Senior Architect,2025-09-27,2026-02-24,Active,Approved,1.1,True,False,,Senior Architect,Public,Architecture Core Team,Confluence,https://wiki.org/docs/DOC-0954,en
DOC-0955,Project Documentation: Kubernetes Guidelines for Project Alpha,Project Documentation,Kubernetes,Technical assessment and standard guidelines regarding Kubernetes implementation for Project Alpha system User Portal.,Comprehensive architecture guidelines covering Kubernetes within Project Alpha.,Security,Project Alpha,User Portal,Kubernetes,emp_351,Architecture Team,2023-06-21,2024-09-05,Superseded,Under Review,1.0,False,True,,Architecture Team,Confidential,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0955,en
DOC-0956,Deprecated Document: Deployment Guidelines for Project Omega,Deprecated Document,deployment,Technical assessment and standard guidelines regarding deployment implementation for Project Omega system Metrics Engine.,Comprehensive architecture guidelines covering deployment within Project Omega.,Platform,Project Omega,Metrics Engine,Deployment,emp_968,Senior Architect,2024-04-04,2025-05-18,Draft,Rejected,3.1,True,False,,Senior Architect,Restricted,Platform Core Team,Confluence,https://wiki.org/docs/DOC-0956,en
DOC-0957,Engineering Note: Containers Guidelines for Project Gamma,Engineering Note,containers,Technical assessment and standard guidelines regarding containers implementation for Project Gamma system Event Bus.,Comprehensive architecture guidelines covering containers within Project Gamma.,Data Engineering,Project Gamma,Event Bus,Containers,emp_809,Chief Architect,2022-10-21,2024-03-09,Superseded,Under Review,3.2,False,True,,Chief Architect,Confidential,Data Engineering Core Team,Git Markdown,https://wiki.org/docs/DOC-0957,en
DOC-0958,Project Documentation: Event Streaming Guidelines for Project Beta,Project Documentation,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Project Beta system Event Bus.,Comprehensive architecture guidelines covering event streaming within Project Beta.,DevOps,Project Beta,Event Bus,Event Streaming,emp_940,Unverified,2023-08-11,2025-02-12,Active,Approved,2.1,True,False,,Unverified,Confidential,DevOps Core Team,Confluence,https://wiki.org/docs/DOC-0958,en
DOC-0959,Engineering Note: Databases Guidelines for Project Omega,Engineering Note,databases,"Title: Engineering Note for Project Omega
Department: Security

MySQL version 5.7 is recommended for legacy data handling in Project Omega. Note: This is being evaluated for migration.",Comprehensive architecture guidelines covering databases within Project Omega.,Security,Project Omega,Auth Service,MySQL,emp_588,Senior Engineer,2021-05-11,2025-03-07,Active,Approved,2.2,True,False,,Senior Engineer,Restricted,Security Core Team,Git Markdown,https://wiki.org/docs/DOC-0959,en
DOC-0960,Policy: Event Streaming Guidelines for Project Delta,Policy,event streaming,Technical assessment and standard guidelines regarding event streaming implementation for Project Delta system Data Pipeline.,Comprehensive architecture guidelines covering event streaming within Project Delta.,Security,Project Delta,Data Pipeline,Event Streaming,emp_320,Engineer,2022-09-27,2025-10-03,Draft,Draft,3.2,True,False,,Engineer,Confidential,Security Core Team,Confluence,https://wiki.org/docs/DOC-0960,en
DOC-0961,Security Recommendation: Backend Architecture Guidelines for Project Omega,Security Recommendation,backend architecture,Technical assessment and standard guidelines regarding backend architecture implementation for Project Omega system Auth Service.,Comprehensive architecture guidelines covering backend architecture within Project Omega.,Architecture,Project Omega,Auth Service,Backend Architecture,emp_829,Architecture Board,2024-04-18,2024-08-18,Active,Approved,3.1,True,False,,Architecture Board,Internal,Architecture Core Team,Git Markdown,https://wiki.org/docs/DOC-0961,en
